LAT,LON,YEAR,MO,DY,PRECTOTCORR,T2M,ALLSKY_KT,ALLSKY_SFC_SW_DWN,RH2M
6.5,-72.5,2023,6,12,0.22,11.66,0.42,4.21,84.52
2.5,-72.5,2023,6,13,18.8,25.66,0.61,5.86,90.59
3.5,-72.5,2023,6,13,19.69,26.5,0.59,5.69,85.37
4.5,-72.5,2023,6,13,15.5,27.04,0.63,6.15,81.25
5.5,-72.5,2023,6,13,10.23,18.92,0.58,5.7,84.31
6.5,-72.5,2023,6,13,0.21,11.73,0.6,5.96,85.8
2.5,-72.5,2023,6,14,38.58,24.29,0.35,3.35,93.77
3.5,-72.5,2023,6,14,49.43,25.47,0.28,2.67,86.58
4.5,-72.5,2023,6,14,49.88,25.98,0.22,2.12,86.27
5.5,-72.5,2023,6,14,28.1,17.93,0.28,2.74,89.11
6.5,-72.5,2023,6,14,16.62,10.65,0.43,4.3,88.23
2.5,-72.5,2023,6,15,30.0,23.35,0.31,2.94,95.18
3.5,-72.5,2023,6,15,18.79,24.62,0.47,4.52,89.66
4.5,-72.5,2023,6,15,9.55,25.15,0.48,4.69,86.46
5.5,-72.5,2023,6,15,9.26,18.13,0.44,4.33,83.3
6.5,-72.5,2023,6,15,7.64,10.75,0.45,4.47,85.0
2.5,-72.5,2023,6,16,11.05,23.57,0.32,3.08,92.76
3.5,-72.5,2023,6,16,12.47,24.27,0.27,2.61,90.38
4.5,-72.5,2023,6,16,12.72,24.14,0.25,2.45,90.83
5.5,-72.5,2023,6,16,10.52,17.29,0.3,2.97,90.8
6.5,-72.5,2023,6,16,7.38,10.79,0.36,3.62,86.79
2.5,-72.5,2023,6,17,7.08,24.05,0.42,3.97,91.54
3.5,-72.5,2023,6,17,6.16,24.47,0.46,4.45,89.89
4.5,-72.5,2023,6,17,3.17,24.51,0.43,4.2,90.28
5.5,-72.5,2023,6,17,2.8,17.39,0.37,3.59,88.93
6.5,-72.5,2023,6,17,3.96,10.53,0.39,3.88,87.22
2.5,-72.5,2023,6,18,5.8,24.45,0.46,4.4,90.84
3.5,-72.5,2023,6,18,5.79,24.96,0.42,4.03,87.25
4.5,-72.5,2023,6,18,5.65,25.13,0.45,4.38,87.37
5.5,-72.5,2023,6,18,3.16,17.35,0.46,4.53,90.47
6.5,-72.5,2023,6,18,0.5,10.52,0.49,4.88,86.88
2.5,-72.5,2023,6,19,1.21,25.19,0.52,4.92,88.19
3.5,-72.5,2023,6,19,1.34,25.69,0.54,5.21,84.98
4.5,-72.5,2023,6,19,0.6,25.94,0.6,5.81,84.2
5.5,-72.5,2023,6,19,0.07,18.62,0.55,5.42,85.79
6.5,-72.5,2023,6,19,0.0,11.32,0.57,5.68,85.42
2.5,-72.5,2023,6,20,4.91,25.01,0.47,4.46,92.14
3.5,-72.5,2023,6,20,5.5,26.22,0.46,4.43,85.06
4.5,-72.5,2023,6,20,4.78,26.45,0.49,4.77,81.84
5.5,-72.5,2023,6,20,2.2,18.82,0.45,4.44,87.04
6.5,-72.5,2023,6,20,0.06,11.88,0.53,5.25,86.59
2.5,-72.5,2023,6,21,33.36,25.41,0.54,5.13,94.13
3.5,-72.5,2023,6,21,36.51,26.51,0.52,4.96,87.48
4.5,-72.5,2023,6,21,35.93,26.68,0.45,4.37,85.15
5.5,-72.5,2023,6,21,15.77,19.17,0.43,4.25,89.33
6.5,-72.5,2023,6,21,0.42,12.05,0.49,4.87,87.02
2.5,-72.5,2023,6,22,60.57,24.54,0.49,4.63,96.44
3.5,-72.5,2023,6,22,47.59,25.44,0.46,4.45,93.68
4.5,-72.5,2023,6,22,25.94,26.66,0.47,4.58,89.42
5.5,-72.5,2023,6,22,24.52,19.35,0.37,3.61,87.81
6.5,-72.5,2023,6,22,7.47,11.63,0.4,3.99,88.29
2.5,-72.5,2023,6,23,7.09,25.27,0.48,4.55,90.98
3.5,-72.5,2023,6,23,17.54,26.25,0.54,5.22,86.16
4.5,-72.5,2023,6,23,23.96,26.68,0.56,5.46,86.85
5.5,-72.5,2023,6,23,6.3,18.96,0.49,4.84,89.73
6.5,-72.5,2023,6,23,6.65,11.51,0.45,4.5,88.11
2.5,-72.5,2023,6,24,11.25,25.1,0.44,4.18,89.78
3.5,-72.5,2023,6,24,10.09,26.04,0.42,4.05,83.45
4.5,-72.5,2023,6,24,7.89,25.95,0.26,2.5,85.06
5.5,-72.5,2023,6,24,10.5,18.08,0.35,3.43,90.37
6.5,-72.5,2023,6,24,10.43,11.86,0.36,3.53,85.38
2.5,-72.5,2023,6,25,15.53,24.75,0.51,4.86,91.0
3.5,-72.5,2023,6,25,13.26,25.43,0.47,4.52,85.25
4.5,-72.5,2023,6,25,13.35,25.17,0.49,4.8,84.11
5.5,-72.5,2023,6,25,10.04,17.76,0.47,4.58,85.16
6.5,-72.5,2023,6,25,4.66,11.32,0.42,4.2,86.78
2.5,-72.5,2023,6,26,16.32,25.05,0.56,5.31,90.95
3.5,-72.5,2023,6,26,19.7,25.62,0.5,4.81,85.97
4.5,-72.5,2023,6,26,15.31,25.84,0.4,3.84,79.97
5.5,-72.5,2023,6,26,7.49,18.46,0.33,3.23,82.33
6.5,-72.5,2023,6,26,3.4,11.3,0.36,3.58,85.03
2.5,-72.5,2023,6,27,22.75,24.96,0.55,5.19,92.14
3.5,-72.5,2023,6,27,21.94,25.81,0.55,5.29,85.22
4.5,-72.5,2023,6,27,25.76,26.01,0.57,5.56,84.45
5.5,-72.5,2023,6,27,12.08,18.57,0.46,4.53,89.62
6.5,-72.5,2023,6,27,0.43,11.73,0.44,4.39,85.13
2.5,-72.5,2023,6,28,8.47,24.92,0.49,4.68,90.7
3.5,-72.5,2023,6,28,9.82,25.65,0.45,4.35,87.39
4.5,-72.5,2023,6,28,0.95,25.93,0.47,4.58,85.73
5.5,-72.5,2023,6,28,0.63,18.63,0.49,4.84,88.94
6.5,-72.5,2023,6,28,0.58,11.58,0.5,5.0,86.6
2.5,-72.5,2023,6,29,4.64,25.14,0.41,3.93,90.53
3.5,-72.5,2023,6,29,5.08,25.55,0.37,3.51,88.86
4.5,-72.5,2023,6,29,4.85,25.8,0.41,4.01,87.86
5.5,-72.5,2023,6,29,7.63,18.05,0.44,4.33,94.02
6.5,-72.5,2023,6,29,9.98,11.68,0.53,5.21,88.41
2.5,-72.5,2023,6,30,5.27,24.86,0.39,3.68,90.86
3.5,-72.5,2023,6,30,4.88,25.64,0.44,4.27,86.46
4.5,-72.5,2023,6,30,3.53,25.74,0.44,4.26,86.0
5.5,-72.5,2023,6,30,2.91,18.13,0.46,4.54,84.5
6.5,-72.5,2023,6,30,1.37,10.88,0.47,4.67,86.38
2.5,-72.5,2023,7,1,33.88,25.4,0.38,3.64,91.46
3.5,-72.5,2023,7,1,34.8,26.04,0.47,4.49,86.67
4.5,-72.5,2023,7,1,28.74,26.48,0.5,4.88,83.81
5.5,-72.5,2023,7,1,26.96,18.68,0.46,4.51,84.63
6.5,-72.5,2023,7,1,13.78,11.46,0.45,4.43,85.17
2.5,-72.5,2023,7,2,21.13,25.14,0.39,3.74,90.77
3.5,-72.5,2023,7,2,24.95,25.74,0.48,4.59,88.38
4.5,-72.5,2023,7,2,24.69,26.2,0.52,5.07,87.48
5.5,-72.5,2023,7,2,8.15,18.93,0.47,4.57,90.25
6.5,-72.5,2023,7,2,3.65,12.02,0.42,4.18,84.91
2.5,-72.5,2023,7,3,7.35,25.38,0.6,5.67,89.82
3.5,-72.5,2023,7,3,7.2,25.94,0.56,5.39,87.86
4.5,-72.5,2023,7,3,11.41,26.05,0.49,4.75,87.77
5.5,-72.5,2023,7,3,9.35,19.15,0.44,4.29,89.54
6.5,-72.5,2023,7,3,1.91,12.26,0.48,4.79,85.5
2.5,-72.5,2023,7,4,28.45,24.84,0.42,4.03,93.61
3.5,-72.5,2023,7,4,29.55,25.64,0.39,3.77,87.61
4.5,-72.5,2023,7,4,20.38,25.71,0.5,4.88,89.78
5.5,-72.5,2023,7,4,7.5,18.86,0.51,5.04,89.41
6.5,-72.5,2023,7,4,0.89,11.63,0.54,5.4,85.07
2.5,-72.5,2023,7,5,22.72,25.38,0.38,3.66,91.25
3.5,-72.5,2023,7,5,17.0,26.19,0.35,3.37,85.13
4.5,-72.5,2023,7,5,24.87,25.77,0.3,2.94,88.03
5.5,-72.5,2023,7,5,12.79,18.34,0.28,2.78,85.93
6.5,-72.5,2023,7,5,1.94,11.4,0.3,2.96,89.22
2.5,-72.5,2023,7,6,12.82,24.98,0.51,4.91,94.88
3.5,-72.5,2023,7,6,17.97,26.13,0.54,5.18,86.64
4.5,-72.5,2023,7,6,4.73,26.51,0.53,5.12,82.38
5.5,-72.5,2023,7,6,7.77,18.9,0.5,4.89,85.63
6.5,-72.5,2023,7,6,6.58,12.29,0.47,4.71,88.11
2.5,-72.5,2023,7,7,29.32,24.62,0.28,2.66,97.76
3.5,-72.5,2023,7,7,30.02,25.27,0.41,3.98,90.65
4.5,-72.5,2023,7,7,24.07,26.14,0.47,4.63,86.7
5.5,-72.5,2023,7,7,8.69,18.83,0.5,4.89,89.45
6.5,-72.5,2023,7,7,3.04,12.12,0.51,5.05,86.79
2.5,-72.5,2023,7,8,3.09,24.78,0.51,4.92,93.95
3.5,-72.5,2023,7,8,3.61,25.17,0.5,4.82,89.16
4.5,-72.5,2023,7,8,7.22,26.02,0.48,4.68,83.37
5.5,-72.5,2023,7,8,8.56,18.37,0.36,3.51,91.45
6.5,-72.5,2023,7,8,3.46,10.92,0.32,3.15,86.67
2.5,-72.5,2023,7,9,6.26,25.31,0.53,5.03,88.86
3.5,-72.5,2023,7,9,5.29,26.36,0.56,5.45,80.81
4.5,-72.5,2023,7,9,2.04,26.91,0.59,5.79,77.35
5.5,-72.5,2023,7,9,2.01,18.67,0.52,5.1,83.16
6.5,-72.5,2023,7,9,0.12,10.75,0.49,4.89,85.39
2.5,-72.5,2023,7,10,10.21,24.52,0.41,3.89,95.62
3.5,-72.5,2023,7,10,11.79,26.16,0.38,3.64,83.97
4.5,-72.5,2023,7,10,12.67,26.57,0.34,3.32,82.38
5.5,-72.5,2023,7,10,8.38,18.52,0.3,2.98,87.49
6.5,-72.5,2023,7,10,7.27,11.2,0.39,3.87,88.03
2.5,-72.5,2023,7,11,1.43,25.4,0.53,5.07,90.99
3.5,-72.5,2023,7,11,1.14,26.21,0.51,4.89,85.38
4.5,-72.5,2023,7,11,0.79,26.6,0.5,4.84,81.79
5.5,-72.5,2023,7,11,3.13,18.67,0.45,4.41,84.01
6.5,-72.5,2023,7,11,5.18,10.99,0.4,3.94,86.34
2.5,-72.5,2023,7,12,2.44,26.03,0.56,5.4,89.79
3.5,-72.5,2023,7,12,2.21,26.78,0.5,4.84,83.94
4.5,-72.5,2023,7,12,2.19,26.76,0.54,5.26,83.62
5.5,-72.5,2023,7,12,1.21,19.19,0.49,4.88,80.46
6.5,-72.5,2023,7,12,0.26,11.35,0.5,4.97,81.91
2.5,-72.5,2023,7,13,29.14,25.82,0.51,4.89,94.38
3.5,-72.5,2023,7,13,33.98,26.29,0.5,4.87,89.68
4.5,-72.5,2023,7,13,21.07,26.7,0.58,5.7,85.23
5.5,-72.5,2023,7,13,11.97,19.02,0.54,5.36,85.52
6.5,-72.5,2023,7,13,0.66,12.0,0.56,5.58,85.13
2.5,-72.5,2023,7,14,18.38,25.47,0.45,4.3,94.23
3.5,-72.5,2023,7,14,15.18,25.91,0.4,3.86,90.25
4.5,-72.5,2023,7,14,21.74,26.29,0.31,3.03,87.37
5.5,-72.5,2023,7,14,9.63,18.58,0.19,1.92,89.13
6.5,-72.5,2023,7,14,2.24,11.65,0.29,2.93,87.03
2.5,-72.5,2023,7,15,1.19,25.99,0.41,3.98,88.15
3.5,-72.5,2023,7,15,0.77,26.66,0.47,4.6,84.31
4.5,-72.5,2023,7,15,0.8,26.44,0.52,5.14,79.7
5.5,-72.5,2023,7,15,1.88,18.4,0.46,4.57,85.36
6.5,-72.5,2023,7,15,2.26,10.89,0.49,4.91,86.26
2.5,-72.5,2023,7,16,19.91,24.97,0.6,5.73,93.6
3.5,-72.5,2023,7,16,22.37,26.08,0.59,5.76,87.43
4.5,-72.5,2023,7,16,23.5,26.98,0.57,5.55,80.91
5.5,-72.5,2023,7,16,10.12,18.83,0.47,4.6,85.85
6.5,-72.5,2023,7,16,0.15,11.17,0.45,4.49,86.65
2.5,-72.5,2023,7,17,19.46,24.84,0.48,4.6,92.7
3.5,-72.5,2023,7,17,16.81,25.81,0.42,4.07,87.08
4.5,-72.5,2023,7,17,9.63,26.39,0.42,4.14,85.1
5.5,-72.5,2023,7,17,7.53,18.55,0.32,3.21,88.91
6.5,-72.5,2023,7,17,4.84,11.29,0.38,3.8,86.94
2.5,-72.5,2023,7,18,1.25,25.53,0.56,5.37,86.4
3.5,-72.5,2023,7,18,0.89,26.0,0.51,4.93,81.79
4.5,-72.5,2023,7,18,0.82,26.08,0.51,4.99,81.62
5.5,-72.5,2023,7,18,1.46,18.52,0.51,5.05,83.35
6.5,-72.5,2023,7,18,1.16,11.02,0.49,4.93,84.88
2.5,-72.5,2023,7,19,9.63,25.22,0.48,4.6,92.16
3.5,-72.5,2023,7,19,10.86,26.02,0.46,4.51,84.83
4.5,-72.5,2023,7,19,9.6,26.11,0.42,4.15,83.61
5.5,-72.5,2023,7,19,4.49,18.09,0.35,3.44,86.45
6.5,-72.5,2023,7,19,0.19,10.76,0.36,3.61,84.67
2.5,-72.5,2023,7,20,18.64,25.2,0.46,4.48,93.35
3.5,-72.5,2023,7,20,15.35,26.44,0.55,5.36,82.17
4.5,-72.5,2023,7,20,9.22,26.38,0.61,5.99,81.95
5.5,-72.5,2023,7,20,5.19,18.71,0.5,4.98,82.24
6.5,-72.5,2023,7,20,0.19,10.96,0.51,5.13,83.84
2.5,-72.5,2023,7,21,15.44,24.53,0.36,3.44,95.65
3.5,-72.5,2023,7,21,18.49,26.29,0.39,3.83,86.23
4.5,-72.5,2023,7,21,19.89,26.36,0.43,4.28,85.62
5.5,-72.5,2023,7,21,8.86,18.32,0.47,4.65,90.61
6.5,-72.5,2023,7,21,1.06,11.21,0.43,4.33,87.57
2.5,-72.5,2023,7,22,1.98,25.31,0.55,5.33,88.72
3.5,-72.5,2023,7,22,1.98,26.17,0.5,4.88,84.24
4.5,-72.5,2023,7,22,0.88,26.33,0.45,4.47,84.47
5.5,-72.5,2023,7,22,0.87,18.45,0.41,4.09,89.09
6.5,-72.5,2023,7,22,1.75,10.87,0.43,4.31,85.1
2.5,-72.5,2023,7,23,12.5,25.59,0.35,3.41,90.41
3.5,-72.5,2023,7,23,10.02,26.26,0.44,4.33,84.42
4.5,-72.5,2023,7,23,6.7,26.61,0.43,4.28,81.43
5.5,-72.5,2023,7,23,4.97,18.37,0.4,4.0,86.38
6.5,-72.5,2023,7,23,0.67,11.17,0.4,4.01,86.52
2.5,-72.5,2023,7,24,4.77,25.15,0.38,3.69,92.85
3.5,-72.5,2023,7,24,7.24,25.47,0.42,4.14,89.47
4.5,-72.5,2023,7,24,7.81,25.15,0.49,4.88,90.13
5.5,-72.5,2023,7,24,2.18,18.37,0.5,4.95,89.96
6.5,-72.5,2023,7,24,0.11,11.59,0.59,5.88,85.76
2.5,-72.5,2023,7,25,0.72,25.14,0.36,3.53,90.46
3.5,-72.5,2023,7,25,0.87,24.89,0.3,2.94,91.06
4.5,-72.5,2023,7,25,0.71,25.25,0.44,4.39,88.57
5.5,-72.5,2023,7,25,0.85,18.81,0.4,4.02,89.08
6.5,-72.5,2023,7,25,1.13,11.51,0.44,4.41,86.58
2.5,-72.5,2023,7,26,35.2,25.15,0.6,5.81,92.09
3.5,-72.5,2023,7,26,37.22,25.72,0.58,5.7,88.75
4.5,-72.5,2023,7,26,23.12,26.25,0.6,5.91,85.97
5.5,-72.5,2023,7,26,16.77,19.07,0.48,4.8,87.27
6.5,-72.5,2023,7,26,5.18,12.02,0.41,4.16,86.32
2.5,-72.5,2023,7,27,17.24,24.95,0.36,3.48,95.66
3.5,-72.5,2023,7,27,21.58,25.36,0.29,2.86,88.89
4.5,-72.5,2023,7,27,29.21,26.76,0.18,1.77,86.3
5.5,-72.5,2023,7,27,11.18,19.28,0.18,1.78,88.92
6.5,-72.5,2023,7,27,1.2,12.07,0.27,2.68,86.25
2.5,-72.5,2023,7,28,10.33,24.79,0.4,3.92,95.05
3.5,-72.5,2023,7,28,12.6,25.4,0.4,3.89,90.13
4.5,-72.5,2023,7,28,13.6,26.24,0.46,4.52,87.9
5.5,-72.5,2023,7,28,8.16,18.77,0.4,4.03,90.52
6.5,-72.5,2023,7,28,4.79,12.06,0.36,3.6,87.59
2.5,-72.5,2023,7,29,8.01,25.46,0.42,4.07,91.25
3.5,-72.5,2023,7,29,5.63,26.09,0.44,4.36,87.54
4.5,-72.5,2023,7,29,1.62,26.56,0.48,4.75,84.5
5.5,-72.5,2023,7,29,0.91,19.2,0.45,4.54,86.18
6.5,-72.5,2023,7,29,0.37,11.45,0.46,4.66,85.48
2.5,-72.5,2023,7,30,5.78,24.74,0.4,3.88,93.6
3.5,-72.5,2023,7,30,11.95,25.76,0.38,3.75,87.78
4.5,-72.5,2023,7,30,12.32,25.22,0.43,4.24,89.64
5.5,-72.5,2023,7,30,14.95,18.56,0.4,3.98,84.5
6.5,-72.5,2023,7,30,16.68,10.96,0.46,4.66,84.97
2.5,-72.5,2023,7,31,11.54,24.69,0.37,3.58,89.29
3.5,-72.5,2023,7,31,6.34,25.61,0.39,3.87,84.95
4.5,-72.5,2023,7,31,5.61,25.57,0.45,4.48,84.83
5.5,-72.5,2023,7,31,6.05,17.59,0.39,3.88,87.67
6.5,-72.5,2023,7,31,6.03,10.8,0.4,4.07,86.84
2.5,-72.5,2023,8,1,10.09,24.77,0.59,5.74,89.71
3.5,-72.5,2023,8,1,8.86,25.36,0.56,5.54,86.26
4.5,-72.5,2023,8,1,5.8,25.6,0.51,5.07,83.93
5.5,-72.5,2023,8,1,2.31,17.8,0.38,3.81,83.31
6.5,-72.5,2023,8,1,0.55,10.54,0.39,3.93,85.7
2.5,-72.5,2023,8,2,24.96,24.82,0.33,3.28,91.45
3.5,-72.5,2023,8,2,22.02,25.41,0.41,4.04,86.9
4.5,-72.5,2023,8,2,11.0,25.09,0.41,4.13,84.42
5.5,-72.5,2023,8,2,8.0,18.44,0.41,4.09,76.92
6.5,-72.5,2023,8,2,1.87,9.79,0.51,5.17,84.58
2.5,-72.5,2023,8,3,1.18,24.4,0.5,4.94,89.15
3.5,-72.5,2023,8,3,5.36,25.35,0.53,5.3,85.02
4.5,-72.5,2023,8,3,12.51,25.98,0.54,5.42,77.22
5.5,-72.5,2023,8,3,4.43,18.24,0.47,4.76,77.66
6.5,-72.5,2023,8,3,0.51,10.27,0.47,4.75,82.63
2.5,-72.5,2023,8,4,34.04,24.53,0.55,5.46,90.11
3.5,-72.5,2023,8,4,25.69,25.27,0.57,5.65,86.4
4.5,-72.5,2023,8,4,26.9,25.73,0.51,5.14,83.25
5.5,-72.5,2023,8,4,14.2,18.25,0.43,4.37,83.05
6.5,-72.5,2023,8,4,2.07,11.31,0.4,4.01,83.72
2.5,-72.5,2023,8,5,7.68,24.8,0.5,4.91,90.48
3.5,-72.5,2023,8,5,17.69,25.46,0.45,4.51,86.6
4.5,-72.5,2023,8,5,9.56,25.87,0.49,4.88,85.84
5.5,-72.5,2023,8,5,4.78,18.56,0.47,4.73,88.68
6.5,-72.5,2023,8,5,1.79,12.29,0.52,5.24,86.41
2.5,-72.5,2023,8,6,5.78,25.58,0.34,3.39,90.17
3.5,-72.5,2023,8,6,4.75,26.15,0.4,3.93,85.15
4.5,-72.5,2023,8,6,4.73,25.75,0.41,4.14,86.68
5.5,-72.5,2023,8,6,1.84,18.58,0.42,4.19,87.27
6.5,-72.5,2023,8,6,0.59,12.01,0.45,4.59,86.2
2.5,-72.5,2023,8,7,2.25,26.31,0.59,5.83,89.63
3.5,-72.5,2023,8,7,2.7,27.02,0.55,5.46,82.66
4.5,-72.5,2023,8,7,3.03,26.91,0.52,5.24,83.06
5.5,-72.5,2023,8,7,2.56,19.7,0.39,3.95,85.12
6.5,-72.5,2023,8,7,0.34,12.29,0.38,3.82,85.98
2.5,-72.5,2023,8,8,0.87,26.15,0.62,6.12,91.1
3.5,-72.5,2023,8,8,0.61,27.04,0.6,5.94,83.79
4.5,-72.5,2023,8,8,0.63,27.31,0.64,6.46,81.52
5.5,-72.5,2023,8,8,0.51,20.03,0.6,6.03,80.96
6.5,-72.5,2023,8,8,0.97,11.64,0.62,6.35,81.48
2.5,-72.5,2023,8,9,1.52,25.77,0.63,6.23,92.1
3.5,-72.5,2023,8,9,2.1,26.27,0.61,6.08,88.42
4.5,-72.5,2023,8,9,2.05,26.19,0.51,5.18,86.94
5.5,-72.5,2023,8,9,3.85,19.11,0.44,4.41,84.94
6.5,-72.5,2023,8,9,4.21,11.49,0.5,5.05,85.92
2.5,-72.5,2023,8,10,6.27,25.75,0.49,4.88,91.36
3.5,-72.5,2023,8,10,6.33,26.17,0.44,4.42,87.18
4.5,-72.5,2023,8,10,5.36,25.99,0.39,3.97,84.61
5.5,-72.5,2023,8,10,4.1,18.63,0.42,4.23,79.7
6.5,-72.5,2023,8,10,1.84,11.36,0.36,3.66,79.29
2.5,-72.5,2023,8,11,6.06,24.99,0.62,6.15,89.92
3.5,-72.5,2023,8,11,7.04,26.45,0.58,5.77,81.87
4.5,-72.5,2023,8,11,7.24,26.47,0.57,5.78,80.73
5.5,-72.5,2023,8,11,4.45,18.56,0.47,4.73,81.54
6.5,-72.5,2023,8,11,1.64,11.04,0.5,5.1,83.73
2.5,-72.5,2023,8,12,13.3,25.5,0.5,4.96,90.73
3.5,-72.5,2023,8,12,11.64,26.26,0.47,4.71,86.17
4.5,-72.5,2023,8,12,10.82,26.51,0.49,4.9,81.41
5.5,-72.5,2023,8,12,4.49,17.75,0.5,5.12,85.5
6.5,-72.5,2023,8,12,0.21,10.96,0.47,4.75,86.48
2.5,-72.5,2023,8,13,6.16,26.14,0.64,6.36,89.29
3.5,-72.5,2023,8,13,7.24,26.92,0.58,5.86,82.1
4.5,-72.5,2023,8,13,5.16,27.15,0.55,5.51,78.41
5.5,-72.5,2023,8,13,3.4,18.68,0.46,4.71,85.72
6.5,-72.5,2023,8,13,0.63,11.0,0.44,4.52,86.68
2.5,-72.5,2023,8,14,42.81,25.68,0.49,4.93,91.2
3.5,-72.5,2023,8,14,35.38,26.39,0.45,4.52,86.11
4.5,-72.5,2023,8,14,13.84,26.77,0.53,5.34,83.94
5.5,-72.5,2023,8,14,12.15,19.07,0.45,4.54,88.64
6.5,-72.5,2023,8,14,1.71,11.62,0.46,4.69,85.59
2.5,-72.5,2023,8,15,9.82,25.17,0.54,5.37,89.92
3.5,-72.5,2023,8,15,27.43,25.77,0.48,4.82,86.76
4.5,-72.5,2023,8,15,42.31,26.05,0.39,3.98,85.83
5.5,-72.5,2023,8,15,16.46,18.54,0.43,4.32,91.29
6.5,-72.5,2023,8,15,2.64,11.09,0.39,4.0,85.18
2.5,-72.5,2023,8,16,0.2,25.52,0.53,5.3,86.1
3.5,-72.5,2023,8,16,0.09,26.22,0.44,4.47,83.44
4.5,-72.5,2023,8,16,0.02,26.33,0.37,3.7,82.61
5.5,-72.5,2023,8,16,0.57,18.69,0.38,3.88,85.25
6.5,-72.5,2023,8,16,0.99,11.88,0.4,4.04,84.54
2.5,-72.5,2023,8,17,0.19,26.35,0.6,6.0,85.09
3.5,-72.5,2023,8,17,0.26,27.38,0.59,5.96,78.93
4.5,-72.5,2023,8,17,0.47,27.63,0.65,6.62,77.31
5.5,-72.5,2023,8,17,5.66,19.6,0.59,6.02,84.73
6.5,-72.5,2023,8,17,10.17,12.84,0.59,6.0,84.14
2.5,-72.5,2023,8,18,9.06,25.96,0.54,5.39,92.34
3.5,-72.5,2023,8,18,9.88,27.29,0.51,5.13,82.87
4.5,-72.5,2023,8,18,8.88,27.77,0.44,4.42,79.01
5.5,-72.5,2023,8,18,6.85,19.78,0.43,4.42,89.28
6.5,-72.5,2023,8,18,5.59,13.27,0.53,5.44,86.34
2.5,-72.5,2023,8,19,12.98,26.51,0.52,5.18,91.51
3.5,-72.5,2023,8,19,14.24,27.49,0.52,5.3,83.17
4.5,-72.5,2023,8,19,10.6,27.81,0.56,5.73,82.25
5.5,-72.5,2023,8,19,10.85,20.25,0.54,5.54,88.66
6.5,-72.5,2023,8,19,6.22,13.82,0.56,5.75,85.86
2.5,-72.5,2023,8,20,8.66,26.18,0.45,4.55,92.69
3.5,-72.5,2023,8,20,7.49,26.98,0.4,4.08,84.9
4.5,-72.5,2023,8,20,9.83,27.53,0.45,4.56,81.95
5.5,-72.5,2023,8,20,7.85,19.69,0.37,3.77,90.63
6.5,-72.5,2023,8,20,8.43,13.5,0.4,4.13,87.05
2.5,-72.5,2023,8,21,12.26,26.08,0.4,3.99,92.66
3.5,-72.5,2023,8,21,13.65,26.99,0.4,4.07,84.19
4.5,-72.5,2023,8,21,12.59,27.09,0.46,4.73,83.79
5.5,-72.5,2023,8,21,18.47,19.67,0.44,4.45,85.7
6.5,-72.5,2023,8,21,35.79,13.0,0.39,4.03,87.19
2.5,-72.5,2023,8,22,5.8,26.39,0.47,4.7,87.44
3.5,-72.5,2023,8,22,5.65,27.28,0.48,4.83,81.62
4.5,-72.5,2023,8,22,6.79,27.1,0.53,5.42,83.93
5.5,-72.5,2023,8,22,26.49,19.73,0.41,4.22,84.02
6.5,-72.5,2023,8,22,36.08,12.47,0.39,3.99,84.48
2.5,-72.5,2023,8,23,9.84,26.08,0.64,6.51,88.94
3.5,-72.5,2023,8,23,10.35,27.4,0.63,6.41,80.93
4.5,-72.5,2023,8,23,9.01,27.5,0.64,6.51,79.2
5.5,-72.5,2023,8,23,5.1,20.01,0.64,6.59,78.62
6.5,-72.5,2023,8,23,1.44,11.85,0.61,6.3,83.26
2.5,-72.5,2023,8,24,37.42,25.89,0.58,5.85,90.53
3.5,-72.5,2023,8,24,35.43,27.22,0.58,5.91,82.09
4.5,-72.5,2023,8,24,21.62,27.82,0.56,5.68,77.13
5.5,-72.5,2023,8,24,5.86,19.43,0.49,4.97,80.07
6.5,-72.5,2023,8,24,0.36,11.44,0.44,4.47,84.12
2.5,-72.5,2023,8,25,12.29,26.62,0.65,6.61,87.19
3.5,-72.5,2023,8,25,20.14,27.36,0.65,6.65,80.8
4.5,-72.5,2023,8,25,27.2,27.5,0.66,6.7,78.1
5.5,-72.5,2023,8,25,17.9,19.8,0.6,6.14,83.1
6.5,-72.5,2023,8,25,1.55,12.42,0.55,5.61,84.75
2.5,-72.5,2023,8,26,0.0,25.87,0.7,7.12,91.19
3.5,-72.5,2023,8,26,0.0,26.75,0.68,6.89,84.89
4.5,-72.5,2023,8,26,0.05,27.17,0.67,6.88,81.59
5.5,-72.5,2023,8,26,0.93,20.05,0.67,6.89,80.82
6.5,-72.5,2023,8,26,1.31,11.43,0.53,5.43,84.87
2.5,-72.5,2023,8,27,0.01,25.89,0.39,4.0,89.61
3.5,-72.5,2023,8,27,0.0,27.12,0.37,3.75,82.58
4.5,-72.5,2023,8,27,0.04,27.34,0.34,3.43,79.83
5.5,-72.5,2023,8,27,0.94,19.64,0.54,5.51,67.66
6.5,-72.5,2023,8,27,2.22,11.26,0.58,5.96,70.94
2.5,-72.5,2023,8,28,0.06,26.58,0.57,5.74,87.87
3.5,-72.5,2023,8,28,0.0,27.01,0.53,5.44,82.22
4.5,-72.5,2023,8,28,0.02,26.98,0.51,5.23,78.76
5.5,-72.5,2023,8,28,0.6,19.54,0.41,4.22,79.26
6.5,-72.5,2023,8,28,1.03,11.25,0.5,5.19,82.33
2.5,-72.5,2023,8,29,10.28,25.84,0.7,7.1,92.08
